Ticker,Company,Industry,MarketCap
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,22929215276
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,22477538962
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,21937298663
AGS,PlayAGS Inc. Common Stock,Consumer Discretionary,488665741
AGX,Argan Inc. Common Stock,Consumer Discretionary,2287950051
AGYS,Agilysys Inc. Common Stock (DE),Technology,2579398253
AHCO,AdaptHealth Corp. Common Stock,Health Care,1389952003
AHH,Armada Hoffler Properties Inc. Common Stock,Finance,784983329
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,
AHR,American Healthcare REIT Inc. Common Stock,Real Estate,4423503476
AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate,46596826
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,,
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,,
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,,
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,,
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,,
AI,C3.ai Inc. Class A Common Stock,Technology,4234633116
AIEV,Thunder Power Holdings Inc. Common Stock,Consumer Discretionary,13797109
AIFF,Firefly Neuroscience Inc. Common Stock,Technology,31037282
AIG,American International Group Inc. New Common Stock,Finance,46021704488
AIM,AIM ImmunoTech Inc. Common Stock,Health Care,13639550
AIMAU,Aimfinity Investment Corp. I Unit,Finance,0
AIMAW,Aimfinity Investment Corp. I Warrant,Finance,0
AIMBU,Aimfinity Investment Corp. I Subunit,Finance,0
AIMD,Ainos Inc. Common Stock,Health Care,11057222
AIMDW,Ainos Inc. Warrants,Health Care,1411560
AIN,Albany International Corporation Common Stock,Consumer Discretionary,2533422000
AIOT,PowerFleet Inc. Common Stock,Telecommunications,839079837
AIP,Arteris Inc. Common Stock,Technology,483735812
AIR,AAR Corp. Common Stock,Industrials,2533060194
AIRE,reAlpha Tech Corp. Common Stock,Finance,83932040
AIRG,Airgain Inc. Common Stock,Technology,91097451
AIRI,Air Industries Group Common Stock,Industrials,14842886
AIRJ,AirJoule Technologies Corporation Class A Common Stock,Industrials,451212773
AIRJW,AirJoule Technologies Corporation Warrant,Industrials,65894935
AIRS,AirSculpt Technologies Inc. Common Stock,Health Care,295778471
AIRT,Air T Inc. Common Stock,Consumer Discretionary,54566129
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,Consumer Discretionary,47196804
AISP,Airship AI Holdings Inc. Class A Common Stock,Technology,134512659
AISPW,Airship AI Holdings Inc. Warrants,Technology,47745173
AIT,Applied Industrial Technologies Inc. Common Stock,Consumer Discretionary,10021471988
AITR,AI TRANSPORTATION ACQUISITION CORP Ordinary shares,,0
AITRR,AI TRANSPORTATION ACQUISITION CORP Right,,0
AITRU,AI TRANSPORTATION ACQUISITION CORP Unit,,0
AIV,Apartment Investment and Management Company Common Stock,Real Estate,1261535456
AIZ,Assurant Inc. Common Stock,Finance,10816507598
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,Finance,1061648683
AJG,Arthur J. Gallagher & Co. Common Stock,Finance,63518494000
AKAM,Akamai Technologies Inc. Common Stock,Consumer Discretionary,14677176532
AKBA,Akebia Therapeutics Inc. Common Stock,Health Care,519271261
AKR,Acadia Realty Trust Common Stock,Real Estate,2747276642
AKRO,Akero Therapeutics Inc. Common Stock,Health Care,1827341695
AKYA,Akoya BioSciences Inc. Common Stock,Industrials,152159595
AL,Air Lease Corporation Class A Common Stock,Consumer Discretionary,5230258473
ALAB,Astera Labs Inc. Common Stock,Technology,18327484064
ALB,Albemarle Corporation Common Stock,Industrials,10432880490
ALB^A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,,
ALBT,Avalon GloboCare Corp. Common Stock,Health Care,3917311
ALCE,Alternus Clean Energy Inc. Class A Common Stock,Utilities,0
ALCO,Alico Inc. Common Stock,,237312115
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,Finance,0
ALCYU,Alchemy Investments Acquisition Corp 1 Units,Finance,0
ALDF,Aldel Financial II Inc. Class A Ordinary Shares,,0
ALDFU,Aldel Financial II Inc. Units,Finance,0
ALDFW,Aldel Financial II Inc. Warrants,,0
ALDX,Aldeyra Therapeutics Inc. Common Stock,Health Care,304893942
ALE,Allete Inc.,Utilities,3792924498
ALEC,Alector Inc. Common Stock,Health Care,175299363
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,Real Estate,1281245185
ALF,Centurion Acquisition Corp. Class A Ordinary Shares,,0
ALFUU,Centurion Acquisition Corp. Unit,,0
ALFUW,Centurion Acquisition Corp. Warrant,Finance,0
ALG,Alamo Group Inc. Common Stock,Industrials,2237517960
ALGM,Allegro MicroSystems Inc. Common Stock,Technology,4480006845
ALGN,Align Technology Inc. Common Stock,Health Care,17416558898
ALGS,Aligos Therapeutics Inc. Common Stock,Health Care,109179554
ALGT,Allegiant Travel Company Common Stock,Consumer Discretionary,1884473573
ALHC,Alignment Healthcare Inc. Common Stock,Health Care,2869690512
ALIT,Alight Inc. Class A Common Stock,Consumer Discretionary,3763158995
ALK,Alaska Air Group Inc. Common Stock,Consumer Discretionary,8879771902
ALKT,Alkami Technology Inc. Common Stock,Technology,3536477254
ALL,Allstate Corporation (The) Common Stock,Finance,49271979616
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,,
ALLE,Allegion plc Ordinary Shares,Consumer Discretionary,11520737611
ALLK,Allakos Inc. Common Stock,Health Care,108105797
ALLO,Allogene Therapeutics Inc. Common Stock,Health Care,406763857
ALLR,Allarity Therapeutics Inc. Common Stock,Health Care,6029678
ALLY,Ally Financial Inc. Common Stock,Finance,11886923724
ALMS,Alumis Inc. Common Stock,Health Care,363440944
ALNT,Allient Inc. Common Stock,Industrials,448423962
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Health Care,35954720423
ALOT,AstroNova Inc. Common Stock,Technology,92679996
ALRM,Alarm.com Holdings Inc. Common Stock,Technology,3037912056
ALRS,Alerus Financial Corporation Common Stock,Finance,502458092
ALSN,Allison Transmission Holdings Inc. Common Stock,Consumer Discretionary,10360089870
ALT,Altimmune Inc. Common Stock,Health Care,496449883
ALTG,Alta Equipment Group Inc. Class A Common Stock,Industrials,239445511
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,
ALTI,AlTi Global Inc. Class A Common Stock,Finance,574684268
ALTM,Arcadium Lithium plc Ordinary Shares,Industrials,6184873127
ALTO,Alto Ingredients Inc. Common Stock,Industrials,127999029
ALTR,Altair Engineering Inc. Class A Common Stock,Technology,9391261863
ALTS,ALT5 Sigma Corporation Common Stock,Consumer Discretionary,74568186
ALUR,Allurion Technologies Inc. Common Stock,Health Care,23560875
ALVR,AlloVir Inc. Common Stock,Health Care,50962690
ALX,Alexander's Inc. Common Stock,Real Estate,981212555
ALXO,ALX Oncology Holdings Inc. Common Stock,Health Care,79905803
ALZN,Alzamend Neuro Inc. Common Stock,Health Care,6356372
AM,Antero Midstream Corporation Common Stock,Utilities,7888900360
AMAL,Amalgamated Financial Corp. Common Stock (DE),Finance,1082933089
AMAT,Applied Materials Inc. Common Stock,Technology,1.52E+11
AMBA,Ambarella Inc. Ordinary Shares,Technology,3332820084
AMBC,Ambac Financial Group Inc. Common Stock,Finance,532312042
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,Consumer Discretionary,1284824571
AMCX,AMC Networks Inc. Class A Common Stock,Telecommunications,441648998
AMD,Advanced Micro Devices Inc. Common Stock,Technology,1.99E+11
AME,AMETEK Inc.,Industrials,43481217686
AMED,Amedisys Inc Common Stock,Health Care,3039304957
AMG,Affiliated Managers Group Inc. Common Stock,Finance,5642729893
AMGN,Amgen Inc. Common Stock,Health Care,1.48E+11
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Real Estate,12784952130
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,
AMIX,Autonomix Medical Inc. Common Stock,Health Care,3560140
AMKR,Amkor Technology Inc. Common Stock,Technology,6335951931
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,Health Care,246772296
AMN,AMN Healthcare Services Inc,Consumer Discretionary,1053880625
AMOD,Alpha Modus Holdings Inc. Class A Common Stock,Miscellaneous,11343199
AMODW,Alpha Modus Holdings Inc. Warrant,Miscellaneous,404183
AMP,Ameriprise Financial Inc. Common Stock,Finance,54675469106
AMPG,Amplitech Group Inc. Common Stock,Telecommunications,21406790
AMPGW,Amplitech Group Inc. Warrants,Telecommunications,6436456
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,Health Care,1754972305
AMPL,Amplitude Inc. Class A Common Stock,Technology,1453039084
AMPS,Altus Power Inc. Class A Common Stock,Utilities,601378824
AMPX,Amprius Technologies Inc. Common Stock,Miscellaneous,385253192
AMPY,Amplify Energy Corp. Common Stock,Energy,218338651
AMR,Alpha Metallurgical Resources Inc. Common Stock,Energy,2523023378
AMRC,Ameresco Inc. Class A Common Stock,Consumer Discretionary,1187828310
AMRK,A-Mark Precious Metals Inc. Common Stock,Industrials,632229289
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,Health Care,2689449652
AMS,American Shared Hospital Services Common Stock,Health Care,20608200
AMSC,American Superconductor Corporation Common Stock,Consumer Discretionary,1145721364
AMSF,AMERISAFE Inc. Common Stock,Finance,957451492
AMST,Amesite Inc. Common Stock,Technology,9578069
AMT,American Tower Corporation (REIT) Common Stock,Real Estate,86485921967
AMTB,Amerant Bancorp Inc. Class A Common Stock,Finance,978179201
AMTM,Amentum Holdings Inc. Common Stock,,5252895729
AMTX,Aemetis Inc. (DE) Common Stock,Industrials,108421367
AMWD,American Woodmark Corporation Common Stock,Basic Materials,1222248306
AMWL,American Well Corporation Class A Common Stock,Consumer Discretionary,168518119
AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,2.47E+12
AN,AutoNation Inc. Common Stock,Consumer Discretionary,7243361471
ANAB,AnaptysBio Inc. Common Stock,Health Care,512723292
ANDE,Andersons Inc. (The) Common Stock,Industrials,1450019328
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,Health Care,39937154
ANET,Arista Networks Inc. Common Stock,Telecommunications,1.63E+11
ANF,Abercrombie & Fitch Company Common Stock,Consumer Discretionary,6216997276
ANG^A,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of  5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,,
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,
ANG^D,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock Series D,,
ANGI,Angi Inc. Class A Common Stock,Consumer Discretionary,934865784
ANGO,AngioDynamics Inc. Common Stock,Health Care,493276993
ANIK,Anika Therapeutics Inc. Common Stock,Health Care,238869671
ANIP,ANI Pharmaceuticals Inc.,Health Care,1233203246
ANIX,Anixa Biosciences Inc. Common Stock,Health Care,90795151
ANNA,AleAnna Inc. Class A Common Stock,Energy,82078956
ANNAW,AleAnna Inc. Warrant,Energy,1949375
ANNX,Annexon Inc. Common Stock,Health Care,440231176
ANRO,Alto Neuroscience Inc. Common Stock,Health Care,126759790
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,,0
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,,0
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,,0
ANSS,ANSYS Inc. Common Stock,Technology,31251990061
ANTX,AN2 Therapeutics Inc. Common Stock,Health Care,37348613
ANVS,Annovis Bio Inc. Common Stock,Health Care,67882431
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,0
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,Finance,0
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Finance,238404298
AON,Aon plc Class A Ordinary Shares (Ireland),Finance,79836859186
AORT,Artivion Inc. Common Stock,Health Care,1285264011
AOS,A.O. Smith Corporation Common Stock,Consumer Discretionary,10232329824
AOUT,American Outdoor Brands Inc. Common Stock ,Consumer Discretionary,213667803
AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,53852695
APA,APA Corporation Common Stock,Energy,8627174604
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,3547944287
APCX,AppTech Payments Corp. Common Stock,Technology,11777275
APCXW,AppTech Payments Corp. Warrant,Technology,6129159
APD,Air Products and Chemicals Inc. Common Stock,Industrials,73220479577
APDN,Applied DNA Sciences Inc. Common Stock,Consumer Discretionary,9643080
APEI,American Public Education Inc. Common Stock,Real Estate,380631997
APG,APi Group Corporation Common Stock,Consumer Discretionary,10490938899
APGE,Apogee Therapeutics Inc. Common Stock,Health Care,2356911615
APH,Amphenol Corporation Common Stock,Technology,93061260446
APLD,Applied Digital Corporation Common Stock,Finance,1997215100
APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,3637263985
APLM,Apollomics Inc. Class A Ordinary Shares,Health Care,10282351
APLMW,Apollomics Inc. Warrant,Health Care,12460
APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,3731790510
APLT,Applied Therapeutics Inc. Common Stock,Health Care,74340151
APO,Apollo Global Management Inc. (New) Common Stock,Finance,97354379419
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,,
APOG,Apogee Enterprises Inc. Common Stock,Consumer Discretionary,1208313155
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,Finance,15337557918
APP,Applovin Corporation Class A Common Stock,Technology,1.22E+11
APPF,AppFolio Inc. Class A Common Stock,Technology,9084418999
APPN,Appian Corporation Class A Common Stock,Technology,2476701827
APPS,Digital Turbine Inc. Common Stock,Miscellaneous,255164887
APRE,Aprea Therapeutics Inc. Common stock,Health Care,22823875
APVO,Aptevo Therapeutics Inc. Common Stock,Health Care,2361543
APYX,Apyx Medical Corporation Common Stock,Health Care,51619390
AQB,AquaBounty Technologies Inc. Common Stock,Consumer Staples,3584349
AQMS,Aqua Metals Inc. Common Stock,Industrials,12979851
AQN,Algonquin Power & Utilities Corp. Common Shares,Utilities,3382425900
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Utilities,19550575100
AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,281740616
AQU,Aquaron Acquisition Corp. Common Stock,Finance,0
AQUNR,Aquaron Acquisition Corp. Rights,Finance,0
AQUNU,Aquaron Acquisition Corp. Units,Finance,0
AR,Antero Resources Corporation Common Stock,Energy,12493234600
ARAY,Accuray Incorporated Common Stock,Health Care,229288236
ARCB,ArcBest Corporation Common Stock,Industrials,2304622861
ARCC,Ares Capital Corporation Common Stock,Finance,15137563937
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,346473878
ARDX,Ardelyx Inc. Common Stock,Health Care,1307435570
ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,17761088382
AREB,American Rebel Holdings Inc. Common Stock,Industrials,1568962
AREBW,American Rebel Holdings Inc. Warrants,Industrials,14272
AREC,American Resources Corporation Class A Common Stock,Energy,57733030
AREN,The Arena Group Holdings Inc. Common Stock,Technology,64553419
ARES,Ares Management Corporation Class A Common Stock,Finance,61772248397
ARES^B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,,
ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary,1735541869
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,1233899499
ARIS,Aris Water Solutions Inc. Class A Common Stock,Energy,1730488578
ARKO,ARKO Corp. Common Stock,Consumer Staples,813872366
ARKOW,ARKO Corp. Warrant,Consumer Staples,51402465
ARKR,Ark Restaurants Corp. Common Stock,Consumer Discretionary,49557159
ARL,American Realty Investors Inc. Common Stock,Real Estate,251164269
ARLO,Arlo Technologies Inc. Common Stock,Consumer Staples,1188041892
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,3744532324
ARMK,Aramark Common Stock,Consumer Discretionary,10293960222
ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care,77793594
AROC,Archrock Inc. Common Stock,Utilities,5202611905
AROW,Arrow Financial Corporation Common Stock,Finance,455467646
ARQ,Arq Inc. Common Stock,Industrials,269845992
ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,1621067585
ARR,ARMOUR Residential REIT Inc.,Real Estate,1032122524
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),,
ARRY,Array Technologies Inc. Common Stock,Consumer Discretionary,1077275735
ARTL,Artelo Biosciences Inc. Common Stock,Health Care,3808686
ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,308835371
ARTV,Artiva Biotherapeutics Inc. Common Stock,Health Care,144035715
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrials,9056626
ARVN,Arvinas Inc. Common Stock,Health Care,1246455598
ARW,Arrow Electronics Inc. Common Stock,Technology,6268771866
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,2583259016
ASA,ASA  Gold and Precious Metals Limited,Industrials,429897825
ASAN,Asana Inc. Class A Common Stock,Technology,4494410900
ASB,Associated Banc-Corp Common Stock,Finance,3799525927
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,,
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,Finance,3755921285
ASG,Liberty All-Star Growth Fund Inc.,Finance,0
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,Finance,0
ASGN,ASGN Incorporated Common Stock,Consumer Discretionary,4078334000
ASH,Ashland Inc. Common Stock,Consumer Discretionary,3348059799
ASIX,AdvanSix Inc. Common Stock ,Industrials,845501815
ASLE,AerSale Corporation Common Stock,Consumer Discretionary,365026376
ASMB,Assembly Biosciences Inc. Common Stock,Health Care,93882344
ASNS,Actelis Networks Inc. Common Stock,Telecommunications,8880275
ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary,3909832445
ASPI,ASP Isotopes Inc. Common Stock,Industrials,485452728
ASPN,Aspen Aerogels Inc. Common Stock,Consumer Discretionary,946005231
ASRT,Assertio Holdings Inc. Common Stock,Health Care,80487785
ASRV,AmeriServ Financial Inc. Common Stock,Finance,44767214
ASST,Asset Entities Inc. Class B Common Stock,Technology,4888997
ASTC,Astrotech Corporation (DE) Common Stock,Industrials,12065259
ASTE,Astec Industries Inc. Common Stock,Industrials,820636242
ASTH,Astrana Health Inc. Common Stock,Consumer Discretionary,2086976283
ASTI,Ascent Solar Technologies Inc. Common Stock,Technology,3590219
ASTS,AST SpaceMobile Inc. Class A Common Stock,Consumer Discretionary,5896106741
ASUR,Asure Software Inc Common Stock,Technology,324223436
ASYS,Amtech Systems Inc. Common Stock,Technology,75668450
ATEC,Alphatec Holdings Inc. Common Stock,Health Care,1560864249
ATEN,A10 Networks Inc. Common Stock,Telecommunications,1422104784
ATER,Aterian Inc. Common Stock,Consumer Discretionary,19699171
ATEX,Anterix Inc. Common Stock,Telecommunications,555010659
ATGE,Adtalem Global Education Inc. Common Stock,Real Estate,3734834293
ATHA,Athira Pharma Inc. Common Stock,Health Care,21461336
ATI,ATI Inc. Common Stock,Industrials,8353150012
ATKR,Atkore Inc. Common Stock,Miscellaneous,2963264021
ATLC,Atlanticus Holdings Corporation Common Stock,Finance,841589020
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance,352316283
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance,344215805
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,Finance,368324161
ATLN,Atlantic International Corp. Common Stock,Industrials,216132441
ATLO,Ames National Corporation Common Stock,Finance,159700886
ATLX,Atlas Lithium Corporation Common Stock,Industrials,98666154
ATMC,AlphaTime Acquisition Corp Ordinary Shares,Finance,0
ATMCR,AlphaTime Acquisition Corp Right,Finance,0
ATMCW,AlphaTime Acquisition Corp Warrant,Finance,0
ATMU,Atmus Filtration Technologies Inc. Common Stock,Consumer Discretionary,3577285082
ATMV,AlphaVest Acquisition Corp Ordinary Shares,Finance,0
ATMVR,AlphaVest Acquisition Corp Right.,Finance,0
ATMVU,AlphaVest Acquisition Corp Unit,Finance,0
ATNF,180 Life Sciences Corp. Common Stock,Health Care,3163198
ATNFW,180 Life Sciences Corp. Warrant,Health Care,17398
ATNI,ATN International Inc. Common Stock,Telecommunications,240920603
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Health Care,40242699
ATO,Atmos Energy Corporation Common Stock,Utilities,21679788849
ATOM,Atomera Incorporated Common Stock,Technology,317710533
ATOS,Atossa Therapeutics Inc. Common Stock,Health Care,117158708
ATR,AptarGroup Inc. Common Stock,Industrials,10533796792
ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care,47345145
ATRC,AtriCure Inc. Common Stock,Health Care,1978406926
ATRO,Astronics Corporation Common Stock,Industrials,603692168
ATSG,Air Transport Services Group Inc,Consumer Discretionary,1464473062
ATUS,Altice USA Inc. Class A Common Stock,Telecommunications,1435655106
ATXI,Avenue Therapeutics Inc. Common Stock,Health Care,3612986
ATXS,Astria Therapeutics Inc. Common Stock,Health Care,418177563
ATYR,aTyr Pharma Inc. Common Stock,Health Care,301353241
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,3282233447
AUB^A,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,,
AUBN,Auburn National Bancorporation Inc. Common Stock,Finance,77804677
AUID,authID Inc. Common Stock,Technology,68583309
AUR,Aurora Innovation Inc. Class A Common Stock,Technology,11822763209
AURA,Aura Biosciences Inc. Common Stock,Health Care,394117067
AUROW,Aurora Innovation Inc. Warrant,Technology,2208175977
AUUD,Auddia Inc. Common Stock,Technology,2724499
AUUDW,Auddia Inc. Warrants,Technology,113474
AVA,Avista Corporation Common Stock,Utilities,2848997756
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,Health Care,937142108
AVAV,AeroVironment Inc. Common Stock,Industrials,5086939452
AVB,AvalonBay Communities Inc. Common Stock,Real Estate,30545445787
AVBP,ArriVent BioPharma Inc. Common Stock,Health Care,919932495
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),Industrials,162939112
AVDX,AvidXchange Holdings Inc. Common Stock,Technology,2162179934
AVGO,Broadcom Inc. Common Stock,Technology,1.15E+12
AVGR,Avinger Inc. Common Stock,Health Care,1882910
AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care,266903266
AVK,Advent Convertible and Income Fund,Finance,0
AVNS,Avanos Medical Inc. Common Stock,Health Care,726580123
AVNT,Avient Corporation Common Stock,Industrials,3897607181
AVNW,Aviat Networks Inc. Common Stock,Technology,247081173
AVO,Mission Produce Inc. Common Stock,Consumer Staples,856650385
AVPT,AvePoint Inc. Class A Common Stock,Technology,3382703870
AVPTW,AvePoint Inc. Warrant,Technology,1295703090
AVR,Anteris Technologies Global Corp. Common Stock,Health Care,215279498
AVT,Avnet Inc. Common Stock,Technology,4703505287
AVTE,Aerovate Therapeutics Inc. Common Stock,Health Care,74784989
AVTR,Avantor Inc. Common Stock,Industrials,15014340428
AVTX,Avalo Therapeutics Inc. Common Stock,Health Care,78370413
AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,889714773
AVY,Avery Dennison Corporation Common Stock,Consumer Discretionary,15387945018
AWF,Alliancebernstein Global High Income Fund,Finance,0
AWH,Aspira Women's Health Inc. Common Stock,Health Care,7000247
AWI,Armstrong World Industries Inc Common Stock,Industrials,6546943434
AWK,American Water Works Company Inc. Common Stock,Utilities,23704943719
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,Finance,0
AWR,American States Water Company Common Stock,Utilities,2702476420
AWRE,Aware Inc. Common Stock,Technology,34986466
AWX,Avalon Holdings Corporation Common Stock,Utilities,13063094
AX,Axos Financial Inc. Common Stock,Finance,4101520459
AXDX,Accelerate Diagnostics Inc. Common Stock,Industrials,29301272
AXGN,Axogen Inc. Common Stock,Health Care,798309818
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,Consumer Discretionary,689024824
AXON,Axon Enterprise Inc. Common Stock,Industrials,46539814888
AXP,American Express Company Common Stock,Finance,2.26E+11
AXR,AMREP Corporation Common Stock,Real Estate,160315454
AXSM,Axsome Therapeutics Inc. Common Stock,Health Care,4996955589
AXTA,Axalta Coating Systems Ltd. Common Shares,Consumer Discretionary,8016004849
AXTI,AXT Inc Common Stock,Technology,102926336
AYI,Acuity Brands Inc. ,Consumer Discretionary,10371674423
AYRO,AYRO Inc. Common Stock,Consumer Discretionary,4530074
AYTU,Aytu BioPharma Inc.  Common Stock,Health Care,10453927
AZEK,The AZEK Company Inc. Class A Common Stock,Industrials,7228009132
AZO,AutoZone Inc. Common Stock,Consumer Discretionary,55927051665
AZPN,Aspen Technology Inc. Common Stock,Technology,16138798300
AZTA,Azenta Inc.,Technology,2468786383
AZZ,AZZ Inc.,Industrials,2586003511
B,Barnes Group Inc. Common Stock,Industrials,2418632102
BA,Boeing Company (The) Common Stock,Industrials,1.29E+11
BA^A,Boeing Company (The) Depositary Shares each representing a 1/20th interest in a share of 6.00% Series A Mandatory Convertible Preferred Stock par value $1.00,,
BAC,Bank of America Corporation Common Stock,Finance,3.57E+11
BAC^B,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,,
BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,,
BAC^K,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,,
BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,,
BAC^M,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,,
BAC^N,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,,
